source,concept,synonym,year,docs
ieee,FeFET,HfZrO,2017,2
ieee,FeFET,hafnium zirconium oxide,2017,2
ieee,FeFET,NCFET,2017,2
ieee,FeFET,ferroelectric field effect transistor,2017,1
ieee,FeFET,HZO,2017,1
ieee,FeFET,ferroelectric transistor,2017,1
ieee,FeFET,negative capacitance,2018,95
ieee,FeFET,NCFET,2018,29
ieee,FeFET,FeFET,2018,23
ieee,FeFET,HZO,2018,22
ieee,FeFET,ferroelectric FET,2018,16
ieee,FeFET,ferroelectric field effect transistor,2018,12
ieee,FeFET,NC-FET,2018,11
ieee,FeFET,HfZrO,2018,9
ieee,FeFET,hafnium zirconium oxide,2018,6
ieee,FeFET,ferroelectric transistor,2018,6
ieee,FeFET,negative capacitance,2019,93
ieee,FeFET,FeFET,2019,57
ieee,FeFET,HZO,2019,38
ieee,FeFET,ferroelectric field effect transistor,2019,31
ieee,FeFET,NCFET,2019,30
ieee,FeFET,ferroelectric FET,2019,24
ieee,FeFET,hafnium zirconium oxide,2019,15
ieee,FeFET,NC-FET,2019,12
ieee,FeFET,HfZrO,2019,11
ieee,FeFET,ferroelectric transistor,2019,9
ieee,FeFET,negative capacitance,2020,81
ieee,FeFET,FeFET,2020,80
ieee,FeFET,ferroelectric FET,2020,44
ieee,FeFET,HZO,2020,41
ieee,FeFET,NCFET,2020,34
ieee,FeFET,ferroelectric field effect transistor,2020,32
ieee,FeFET,hafnium zirconium oxide,2020,11
ieee,FeFET,HfZrO,2020,7
ieee,FeFET,ferroelectric transistor,2020,6
ieee,FeFET,NC-FET,2020,2
ieee,FeFET,negative capacitance,2021,99
ieee,FeFET,FeFET,2021,89
ieee,FeFET,HZO,2021,60
ieee,FeFET,ferroelectric field effect transistor,2021,50
ieee,FeFET,ferroelectric FET,2021,37
ieee,FeFET,NCFET,2021,34
ieee,FeFET,hafnium zirconium oxide,2021,20
ieee,FeFET,ferroelectric transistor,2021,12
ieee,FeFET,HfZrO,2021,11
ieee,FeFET,NC-FET,2021,4
ieee,FeFET,FeFET,2022,130
ieee,FeFET,HZO,2022,96
ieee,FeFET,negative capacitance,2022,75
ieee,FeFET,ferroelectric field effect transistor,2022,68
ieee,FeFET,ferroelectric FET,2022,59
ieee,FeFET,NCFET,2022,25
ieee,FeFET,hafnium zirconium oxide,2022,18
ieee,FeFET,HfZrO,2022,11
ieee,FeFET,ferroelectric transistor,2022,11
ieee,FeFET,NC-FET,2022,3
ieee,FeFET,FeFET,2023,147
ieee,FeFET,HZO,2023,92
ieee,FeFET,ferroelectric field effect transistor,2023,70
ieee,FeFET,negative capacitance,2023,44
ieee,FeFET,ferroelectric FET,2023,43
ieee,FeFET,hafnium zirconium oxide,2023,19
ieee,FeFET,NCFET,2023,12
ieee,FeFET,ferroelectric transistor,2023,10
ieee,FeFET,HfZrO,2023,10
ieee,FeFET,NC-FET,2023,1
ieee,FeFET,FeFET,2024,178
ieee,FeFET,HZO,2024,134
ieee,FeFET,ferroelectric field effect transistor,2024,98
ieee,FeFET,ferroelectric FET,2024,54
ieee,FeFET,negative capacitance,2024,47
ieee,FeFET,hafnium zirconium oxide,2024,26
ieee,FeFET,ferroelectric transistor,2024,16
ieee,FeFET,NCFET,2024,11
ieee,FeFET,HfZrO,2024,8
ieee,FeFET,NC-FET,2024,2
ieee,FeFET,FeFET,2025,153
ieee,FeFET,HZO,2025,125
ieee,FeFET,ferroelectric field effect transistor,2025,97
ieee,FeFET,negative capacitance,2025,84
ieee,FeFET,ferroelectric FET,2025,49
ieee,FeFET,hafnium zirconium oxide,2025,21
ieee,FeFET,NCFET,2025,16
ieee,FeFET,ferroelectric transistor,2025,8
ieee,FeFET,HfZrO,2025,7
ieee,FeFET,HZO,2026,85
ieee,FeFET,FeFET,2026,85
ieee,FeFET,ferroelectric field effect transistor,2026,44
ieee,FeFET,negative capacitance,2026,37
ieee,FeFET,ferroelectric FET,2026,28
ieee,FeFET,hafnium zirconium oxide,2026,12
ieee,FeFET,NCFET,2026,11
ieee,FeFET,HfZrO,2026,10
ieee,FeFET,ferroelectric transistor,2026,2
ieee,FeFET,NC-FET,2026,1
ieee,FeRAM,ferroelectric memory,2014,4
ieee,FeRAM,ferroelectric random access memory,2014,2
ieee,FeRAM,FRAM,2014,2
ieee,FeRAM,FeRAM,2014,1
ieee,FeRAM,ferroelectric memory,2015,3
ieee,FeRAM,ferroelectric tunnel junction,2015,2
ieee,FeRAM,ferroelectric random access memory,2015,1
ieee,FeRAM,FTJ,2015,1
ieee,FeRAM,FRAM,2016,3
ieee,FeRAM,ferroelectric memory,2016,3
ieee,FeRAM,ferroelectric random access memory,2016,2
ieee,FeRAM,FeRAM,2016,1
ieee,FeRAM,ferroelectric memory,2017,2
ieee,FeRAM,FRAM,2017,1
ieee,FeRAM,ferroelectric random access memory,2017,1
ieee,FeRAM,FeRAM,2017,1
ieee,FeRAM,ferroelectric tunnel junction,2017,1
ieee,FeRAM,FTJ,2017,1
ieee,FeRAM,ferroelectric tunnel junction,2018,6
ieee,FeRAM,FeRAM,2018,4
ieee,FeRAM,ferroelectric memory,2018,4
ieee,FeRAM,FRAM,2018,3
ieee,FeRAM,FTJ,2018,3
ieee,FeRAM,ferroelectric random access memory,2018,1
ieee,FeRAM,ferroelectric tunnel junction,2019,13
ieee,FeRAM,FTJ,2019,13
ieee,FeRAM,FeRAM,2019,8
ieee,FeRAM,ferroelectric memory,2019,8
ieee,FeRAM,FRAM,2019,2
ieee,FeRAM,ferroelectric random access memory,2019,1
ieee,FeRAM,ferroelectric tunnel junction,2020,12
ieee,FeRAM,FTJ,2020,12
ieee,FeRAM,ferroelectric memory,2020,9
ieee,FeRAM,FeRAM,2020,8
ieee,FeRAM,FRAM,2020,6
ieee,FeRAM,ferroelectric random access memory,2020,4
ieee,FeRAM,FTJ,2021,24
ieee,FeRAM,ferroelectric tunnel junction,2021,19
ieee,FeRAM,FeRAM,2021,17
ieee,FeRAM,ferroelectric memory,2021,10
ieee,FeRAM,ferroelectric random access memory,2021,8
ieee,FeRAM,FRAM,2021,3
ieee,FeRAM,ferroelectric tunnel junction,2022,25
ieee,FeRAM,FTJ,2022,23
ieee,FeRAM,ferroelectric random access memory,2022,15
ieee,FeRAM,FeRAM,2022,14
ieee,FeRAM,FRAM,2022,11
ieee,FeRAM,ferroelectric memory,2022,9
ieee,FeRAM,ferroelectric capacitor memory,2022,1
ieee,FeRAM,ferroelectric tunnel junction,2023,30
ieee,FeRAM,FTJ,2023,30
ieee,FeRAM,FeRAM,2023,26
ieee,FeRAM,ferroelectric memory,2023,14
ieee,FeRAM,ferroelectric random access memory,2023,13
ieee,FeRAM,FRAM,2023,4
ieee,FeRAM,ferroelectric capacitor memory,2023,1
ieee,FeRAM,FeRAM,2024,28
ieee,FeRAM,ferroelectric memory,2024,23
ieee,FeRAM,FTJ,2024,14
ieee,FeRAM,ferroelectric random access memory,2024,13
ieee,FeRAM,ferroelectric tunnel junction,2024,13
ieee,FeRAM,FRAM,2024,6
ieee,FeRAM,ferroelectric capacitor memory,2024,1
ieee,FeRAM,FeRAM,2025,36
ieee,FeRAM,ferroelectric memory,2025,29
ieee,FeRAM,ferroelectric tunnel junction,2025,24
ieee,FeRAM,FTJ,2025,20
ieee,FeRAM,ferroelectric random access memory,2025,13
ieee,FeRAM,FRAM,2025,7
ieee,FeRAM,ferroelectric capacitor memory,2025,1
ieee,FeRAM,FeRAM,2026,29
ieee,FeRAM,ferroelectric memory,2026,17
ieee,FeRAM,ferroelectric random access memory,2026,13
ieee,FeRAM,FTJ,2026,11
ieee,FeRAM,ferroelectric tunnel junction,2026,10
ieee,FeRAM,FRAM,2026,2
ieee,FinFET,FinFET,2014,257
ieee,FinFET,trigate,2014,7
ieee,FinFET,fin field effect transistor,2014,2
ieee,FinFET,tri gate transistor,2014,2
ieee,FinFET,FinFET,2015,270
ieee,FinFET,trigate,2015,15
ieee,FinFET,tri gate transistor,2015,4
ieee,FinFET,re:(?i)\bfin-?fets?\b,2015,1
ieee,FinFET,fin field effect transistor,2015,1
ieee,FinFET,FinFET,2016,282
ieee,FinFET,trigate,2016,4
ieee,FinFET,fin field effect transistor,2016,2
ieee,FinFET,tri gate transistor,2016,1
ieee,FinFET,FinFET,2017,291
ieee,FinFET,trigate,2017,6
ieee,FinFET,tri gate transistor,2017,2
ieee,FinFET,FinFET,2018,442
ieee,FinFET,fin field effect transistor,2018,12
ieee,FinFET,trigate,2018,6
ieee,FinFET,re:(?i)\bfin-?fets?\b,2018,1
ieee,FinFET,FinFET,2019,404
ieee,FinFET,fin field effect transistor,2019,20
ieee,FinFET,trigate,2019,9
ieee,FinFET,re:(?i)\bfin-?fets?\b,2019,2
ieee,FinFET,FinFET,2020,431
ieee,FinFET,fin field effect transistor,2020,19
ieee,FinFET,trigate,2020,4
ieee,FinFET,re:(?i)\bfin-?fets?\b,2020,1
ieee,FinFET,FinFET,2021,390
ieee,FinFET,fin field effect transistor,2021,21
ieee,FinFET,trigate,2021,8
ieee,FinFET,re:(?i)\bfin-?fets?\b,2021,1
ieee,FinFET,FinFET,2022,394
ieee,FinFET,fin field effect transistor,2022,29
ieee,FinFET,trigate,2022,2
ieee,FinFET,re:(?i)\bfin-?fets?\b,2022,1
ieee,FinFET,tri gate transistor,2022,1
ieee,FinFET,FinFET,2023,393
ieee,FinFET,fin field effect transistor,2023,28
ieee,FinFET,trigate,2023,5
ieee,FinFET,re:(?i)\bfin-?fets?\b,2023,4
ieee,FinFET,FinFET,2024,460
ieee,FinFET,fin field effect transistor,2024,26
ieee,FinFET,re:(?i)\bfin-?fets?\b,2024,2
ieee,FinFET,trigate,2024,2
ieee,FinFET,FinFET,2025,491
ieee,FinFET,fin field effect transistor,2025,50
ieee,FinFET,trigate,2025,6
ieee,FinFET,re:(?i)\bfin-?fets?\b,2025,3
ieee,FinFET,tri gate transistor,2025,3
ieee,FinFET,FinFET,2026,312
ieee,FinFET,fin field effect transistor,2026,21
ieee,FinFET,trigate,2026,1
ieee,GAA,gate all around,2014,12
ieee,GAA,GAA,2014,3
ieee,GAA,gate all around,2015,11
ieee,GAA,GAA,2015,1
ieee,GAA,gate all around,2016,18
ieee,GAA,GAA,2016,3
ieee,GAA,gate all around,2017,7
ieee,GAA,GAA,2017,1
ieee,GAA,gate all around,2018,18
ieee,GAA,GAA,2018,8
ieee,GAA,nanosheet FET,2018,2
ieee,GAA,NSFET,2018,2
ieee,GAA,multi bridge channel,2018,1
ieee,GAA,MBCFET,2018,1
ieee,GAA,GAAFET,2018,1
ieee,GAA,stacked nanosheet,2018,1
ieee,GAA,nanosheet transistor,2018,1
ieee,GAA,gate all around,2019,17
ieee,GAA,GAA,2019,10
ieee,GAA,nanosheet FET,2019,4
ieee,GAA,stacked nanosheet,2019,3
ieee,GAA,fork sheet,2019,2
ieee,GAA,multi bridge channel,2019,1
ieee,GAA,MBCFET,2019,1
ieee,GAA,GAAFET,2019,1
ieee,GAA,vertically stacked nanosheet,2019,1
ieee,GAA,NSFET,2019,1
ieee,GAA,nanosheet MOSFET,2019,1
ieee,GAA,nanoribbon FET,2019,1
ieee,GAA,nanosheet device,2019,1
ieee,GAA,gate all around,2020,23
ieee,GAA,GAA,2020,18
ieee,GAA,nanosheet FET,2020,5
ieee,GAA,NSFET,2020,4
ieee,GAA,stacked nanosheet,2020,4
ieee,GAA,multi bridge channel,2020,1
ieee,GAA,MBCFET,2020,1
ieee,GAA,fork sheet,2020,1
ieee,GAA,GAAFET,2020,1
ieee,GAA,gate all around,2021,26
ieee,GAA,GAA,2021,13
ieee,GAA,nanosheet transistor,2021,3
ieee,GAA,vertically stacked nanosheet,2021,3
ieee,GAA,NSFET,2021,2
ieee,GAA,fork sheet,2021,2
ieee,GAA,GAAFET,2021,2
ieee,GAA,nanosheet MOSFET,2021,2
ieee,GAA,nanosheet FET,2021,1
ieee,GAA,stacked nanosheet,2021,1
ieee,GAA,vertically stacked nanowire,2021,1
ieee,GAA,gate all around,2022,45
ieee,GAA,GAA,2022,33
ieee,GAA,stacked nanosheet,2022,6
ieee,GAA,nanosheet FET,2022,6
ieee,GAA,NSFET,2022,5
ieee,GAA,NS-FET,2022,5
ieee,GAA,GAAFET,2022,5
ieee,GAA,nanosheet transistor,2022,5
ieee,GAA,nanosheet device,2022,2
ieee,GAA,multi bridge channel,2022,2
ieee,GAA,MBCFET,2022,2
ieee,GAA,nanosheet architecture,2022,2
ieee,GAA,nanosheet MOSFET,2022,2
ieee,GAA,vertically stacked nanosheet,2022,1
ieee,GAA,nanoribbon transistor,2022,1
ieee,GAA,vertically stacked nanowire,2022,1
ieee,GAA,nanosheet technology,2022,1
ieee,GAA,fork sheet,2022,1
ieee,GAA,gate all around,2023,42
ieee,GAA,GAA,2023,31
ieee,GAA,nanosheet FET,2023,9
ieee,GAA,NSFET,2023,8
ieee,GAA,GAAFET,2023,5
ieee,GAA,stacked nanosheet,2023,4
ieee,GAA,multi bridge channel,2023,3
ieee,GAA,MBCFET,2023,2
ieee,GAA,NS-FET,2023,2
ieee,GAA,nanosheet device,2023,2
ieee,GAA,nanosheet transistor,2023,2
ieee,GAA,vertically stacked nanosheet,2023,1
ieee,GAA,nanosheet technology,2023,1
ieee,GAA,nanosheet MOSFET,2023,1
ieee,GAA,gate all around,2024,56
ieee,GAA,GAA,2024,48
ieee,GAA,nanosheet FET,2024,13
ieee,GAA,stacked nanosheet,2024,11
ieee,GAA,NSFET,2024,9
ieee,GAA,nanosheet transistor,2024,5
ieee,GAA,GAAFET,2024,4
ieee,GAA,NS-FET,2024,3
ieee,GAA,multi bridge channel,2024,2
ieee,GAA,MBCFET,2024,1
ieee,GAA,nanosheet device,2024,1
ieee,GAA,vertically stacked nanosheet,2024,1
ieee,GAA,nanosheet technology,2024,1
ieee,GAA,nanoribbon transistor,2024,1
ieee,GAA,nanosheet MOSFET,2024,1
ieee,GAA,gate all around,2025,47
ieee,GAA,GAA,2025,35
ieee,GAA,nanosheet FET,2025,17
ieee,GAA,NSFET,2025,15
ieee,GAA,GAAFET,2025,13
ieee,GAA,nanosheet transistor,2025,5
ieee,GAA,fork sheet,2025,4
ieee,GAA,vertically stacked nanosheet,2025,4
ieee,GAA,NS-FET,2025,3
ieee,GAA,multi bridge channel,2025,2
ieee,GAA,nanosheet CMOS,2025,1
ieee,GAA,nanosheet stack,2025,1
ieee,GAA,stacked nanosheet,2025,1
ieee,GAA,MBCFET,2025,1
ieee,GAA,stacked nanowire transistor,2025,1
ieee,GAA,gate all around,2026,53
ieee,GAA,GAA,2026,42
ieee,GAA,nanosheet FET,2026,18
ieee,GAA,NSFET,2026,15
ieee,GAA,GAAFET,2026,11
ieee,GAA,stacked nanosheet,2026,7
ieee,GAA,RibbonFET,2026,5
ieee,GAA,fork sheet,2026,5
ieee,GAA,nanosheet device,2026,4
ieee,GAA,nanosheet transistor,2026,4
ieee,GAA,vertically stacked nanosheet,2026,3
ieee,GAA,nanosheet technology,2026,3
ieee,GAA,NS-FET,2026,2
ieee,GAA,nanoribbon FET,2026,2
ieee,GAA,nanosheet architecture,2026,1
ieee,GAA,nanosheet CMOS,2026,1
ieee,Ga2O3,Ga2O3,2014,2
ieee,Ga2O3,Ga2O3,2015,6
ieee,Ga2O3,diamond power device,2015,1
ieee,Ga2O3,gallium oxide,2015,1
ieee,Ga2O3,Ga2O3,2016,18
ieee,Ga2O3,beta-Ga2O3,2016,4
ieee,Ga2O3,gallium oxide,2016,2
ieee,Ga2O3,AlN power,2016,1
ieee,Ga2O3,Ga2O3,2017,21
ieee,Ga2O3,beta-Ga2O3,2017,7
ieee,Ga2O3,gallium oxide,2017,2
ieee,Ga2O3,Ga2O3,2018,29
ieee,Ga2O3,beta-Ga2O3,2018,18
ieee,Ga2O3,gallium oxide,2018,12
ieee,Ga2O3,ultra wide bandgap,2018,9
ieee,Ga2O3,UWBG,2018,3
ieee,Ga2O3,Ga2O3,2019,55
ieee,Ga2O3,beta-Ga2O3,2019,44
ieee,Ga2O3,gallium oxide,2019,22
ieee,Ga2O3,ultra wide bandgap,2019,11
ieee,Ga2O3,UWBG,2019,1
ieee,Ga2O3,diamond semiconductor,2019,1
ieee,Ga2O3,Ga2O3,2020,53
ieee,Ga2O3,gallium oxide,2020,23
ieee,Ga2O3,ultra wide bandgap,2020,18
ieee,Ga2O3,beta-Ga2O3,2020,15
ieee,Ga2O3,UWBG,2020,4
ieee,Ga2O3,diamond power device,2020,1
ieee,Ga2O3,diamond semiconductor,2020,1
ieee,Ga2O3,Ga2O3,2021,69
ieee,Ga2O3,gallium oxide,2021,18
ieee,Ga2O3,ultra wide bandgap,2021,6
ieee,Ga2O3,beta-Ga2O3,2021,5
ieee,Ga2O3,UWBG,2021,3
ieee,Ga2O3,diamond semiconductor,2021,1
ieee,Ga2O3,Ga2O3,2022,105
ieee,Ga2O3,ultra wide bandgap,2022,26
ieee,Ga2O3,gallium oxide,2022,25
ieee,Ga2O3,beta-Ga2O3,2022,18
ieee,Ga2O3,UWBG,2022,7
ieee,Ga2O3,diamond power device,2022,2
ieee,Ga2O3,diamond semiconductor,2022,1
ieee,Ga2O3,Ga2O3,2023,126
ieee,Ga2O3,beta-Ga2O3,2023,45
ieee,Ga2O3,gallium oxide,2023,43
ieee,Ga2O3,ultra wide bandgap,2023,26
ieee,Ga2O3,UWBG,2023,13
ieee,Ga2O3,Ga2O3,2024,149
ieee,Ga2O3,beta-Ga2O3,2024,66
ieee,Ga2O3,gallium oxide,2024,56
ieee,Ga2O3,ultra wide bandgap,2024,33
ieee,Ga2O3,UWBG,2024,11
ieee,Ga2O3,Ga2O3,2025,190
ieee,Ga2O3,gallium oxide,2025,65
ieee,Ga2O3,beta-Ga2O3,2025,57
ieee,Ga2O3,ultra wide bandgap,2025,52
ieee,Ga2O3,UWBG,2025,18
ieee,Ga2O3,diamond semiconductor,2025,3
ieee,Ga2O3,AlN power,2025,1
ieee,Ga2O3,diamond power device,2025,1
ieee,Ga2O3,Ga2O3,2026,119
ieee,Ga2O3,ultra wide bandgap,2026,41
ieee,Ga2O3,gallium oxide,2026,30
ieee,Ga2O3,UWBG,2026,13
ieee,Ga2O3,beta-Ga2O3,2026,4
ieee,GaN,GaN,2014,186
ieee,GaN,AlGaN/GaN,2014,58
ieee,GaN,gallium nitride,2014,8
ieee,GaN,GaN,2015,210
ieee,GaN,AlGaN/GaN,2015,52
ieee,GaN,gallium nitride,2015,9
ieee,GaN,GaN,2016,233
ieee,GaN,AlGaN/GaN,2016,57
ieee,GaN,gallium nitride,2016,21
ieee,GaN,GaN HEMT,2016,1
ieee,GaN,GaN,2017,219
ieee,GaN,AlGaN/GaN,2017,46
ieee,GaN,gallium nitride,2017,12
ieee,GaN,GaN,2018,312
ieee,GaN,AlGaN/GaN,2018,70
ieee,GaN,gallium nitride,2018,54
ieee,GaN,GaN,2019,332
ieee,GaN,gallium nitride,2019,89
ieee,GaN,AlGaN/GaN,2019,60
ieee,GaN,GaN,2020,329
ieee,GaN,gallium nitride,2020,71
ieee,GaN,AlGaN/GaN,2020,56
ieee,GaN,GaN,2021,329
ieee,GaN,gallium nitride,2021,97
ieee,GaN,AlGaN/GaN,2021,58
ieee,GaN,GaN,2022,343
ieee,GaN,gallium nitride,2022,85
ieee,GaN,AlGaN/GaN,2022,53
ieee,GaN,GaN,2023,400
ieee,GaN,gallium nitride,2023,99
ieee,GaN,AlGaN/GaN,2023,55
ieee,GaN,GaN,2024,412
ieee,GaN,gallium nitride,2024,97
ieee,GaN,AlGaN/GaN,2024,53
ieee,GaN,GaN HEMT,2024,1
ieee,GaN,GaN,2025,344
ieee,GaN,gallium nitride,2025,87
ieee,GaN,AlGaN/GaN,2025,37
ieee,GaN,GaN,2026,347
ieee,GaN,gallium nitride,2026,98
ieee,GaN,AlGaN/GaN,2026,26
ieee,GlassSubstrate,glass interposer,2014,24
ieee,GlassSubstrate,TGV,2014,5
ieee,GlassSubstrate,through glass via,2014,2
ieee,GlassSubstrate,glass interposer,2015,20
ieee,GlassSubstrate,through glass via,2015,5
ieee,GlassSubstrate,TGV,2015,5
ieee,GlassSubstrate,glass interposer,2016,20
ieee,GlassSubstrate,TGV,2016,6
ieee,GlassSubstrate,through glass via,2016,4
ieee,GlassSubstrate,glass core substrate,2016,1
ieee,GlassSubstrate,glass interposer,2017,16
ieee,GlassSubstrate,through glass via,2017,3
ieee,GlassSubstrate,TGV,2017,1
ieee,GlassSubstrate,glass interposer,2018,6
ieee,GlassSubstrate,TGV,2018,6
ieee,GlassSubstrate,through glass via,2018,4
ieee,GlassSubstrate,through glass via,2019,6
ieee,GlassSubstrate,TGV,2019,6
ieee,GlassSubstrate,glass interposer,2019,5
ieee,GlassSubstrate,through glass via,2020,10
ieee,GlassSubstrate,glass interposer,2020,9
ieee,GlassSubstrate,TGV,2020,8
ieee,GlassSubstrate,glass interposer,2021,14
ieee,GlassSubstrate,through glass via,2021,12
ieee,GlassSubstrate,TGV,2021,10
ieee,GlassSubstrate,glass core substrate,2021,1
ieee,GlassSubstrate,TGV,2022,11
ieee,GlassSubstrate,glass interposer,2022,10
ieee,GlassSubstrate,through glass via,2022,10
ieee,GlassSubstrate,glass interposer,2023,23
ieee,GlassSubstrate,through glass via,2023,22
ieee,GlassSubstrate,TGV,2023,20
ieee,GlassSubstrate,glass substrate packaging,2023,1
ieee,GlassSubstrate,TGV,2024,31
ieee,GlassSubstrate,through glass via,2024,26
ieee,GlassSubstrate,glass interposer,2024,14
ieee,GlassSubstrate,glass core substrate,2024,3
ieee,GlassSubstrate,glass substrate packaging,2024,1
ieee,GlassSubstrate,through glass via,2025,42
ieee,GlassSubstrate,TGV,2025,39
ieee,GlassSubstrate,glass interposer,2025,28
ieee,GlassSubstrate,glass core substrate,2025,7
ieee,GlassSubstrate,TGV,2026,31
ieee,GlassSubstrate,through glass via,2026,29
ieee,GlassSubstrate,glass interposer,2026,16
ieee,GlassSubstrate,glass core substrate,2026,4
ieee,GlassSubstrate,glass panel packaging,2026,1
ieee,HBM,re:\bHBM[2-4]?E?\b,2014,4
ieee,HBM,high bandwidth memory,2014,3
ieee,HBM,re:\bHBM[2-4]?E?\b,2015,9
ieee,HBM,high bandwidth memory,2015,8
ieee,HBM,re:\bHBM[2-4]?E?\b,2016,12
ieee,HBM,high bandwidth memory,2016,11
ieee,HBM,high bandwidth memory,2017,10
ieee,HBM,re:\bHBM[2-4]?E?\b,2017,8
ieee,HBM,high bandwidth memory,2018,24
ieee,HBM,re:\bHBM[2-4]?E?\b,2018,19
ieee,HBM,re:\bHBM[2-4]?E?\b,2019,31
ieee,HBM,high bandwidth memory,2019,31
ieee,HBM,re:\bHBM[2-4]?E?\b,2020,57
ieee,HBM,high bandwidth memory,2020,39
ieee,HBM,re:\bHBM[2-4]?E?\b,2021,75
ieee,HBM,high bandwidth memory,2021,42
ieee,HBM,re:\bHBM[2-4]?E?\b,2022,81
ieee,HBM,high bandwidth memory,2022,68
ieee,HBM,re:\bHBM[2-4]?E?\b,2023,97
ieee,HBM,high bandwidth memory,2023,65
ieee,HBM,re:\bHBM[2-4]?E?\b,2024,114
ieee,HBM,high bandwidth memory,2024,90
ieee,HBM,re:\bHBM[2-4]?E?\b,2025,177
ieee,HBM,high bandwidth memory,2025,125
ieee,HBM,re:\bHBM[2-4]?E?\b,2026,119
ieee,HBM,high bandwidth memory,2026,85
ieee,HKMG,HKMG,2014,10
ieee,HKMG,high k dielectric,2014,7
ieee,HKMG,high k gate,2014,7
ieee,HKMG,HfO2 gate,2014,6
ieee,HKMG,high k metal gate,2014,4
ieee,HKMG,work function metal,2014,1
ieee,HKMG,high k dielectric,2015,14
ieee,HKMG,high k metal gate,2015,8
ieee,HKMG,HKMG,2015,8
ieee,HKMG,high k gate,2015,6
ieee,HKMG,HfO2 gate,2015,5
ieee,HKMG,work function metal,2015,1
ieee,HKMG,HKMG,2016,10
ieee,HKMG,high k dielectric,2016,6
ieee,HKMG,high k metal gate,2016,5
ieee,HKMG,high k gate,2016,3
ieee,HKMG,work function metal,2016,2
ieee,HKMG,HfO2 gate,2016,2
ieee,HKMG,high k gate,2017,8
ieee,HKMG,high k metal gate,2017,6
ieee,HKMG,high k dielectric,2017,5
ieee,HKMG,HKMG,2017,4
ieee,HKMG,work function metal,2017,1
ieee,HKMG,HfO2 gate,2017,1
ieee,HKMG,high k dielectric,2018,30
ieee,HKMG,high k metal gate,2018,15
ieee,HKMG,HKMG,2018,13
ieee,HKMG,high k gate,2018,12
ieee,HKMG,HfO2 gate,2018,6
ieee,HKMG,work function metal,2018,6
ieee,HKMG,high k dielectric,2019,35
ieee,HKMG,HKMG,2019,21
ieee,HKMG,high k metal gate,2019,20
ieee,HKMG,high k gate,2019,16
ieee,HKMG,work function metal,2019,8
ieee,HKMG,HfO2 gate,2019,3
ieee,HKMG,high k dielectric,2020,32
ieee,HKMG,HKMG,2020,22
ieee,HKMG,high k gate,2020,17
ieee,HKMG,high k metal gate,2020,17
ieee,HKMG,work function metal,2020,9
ieee,HKMG,HfO2 gate,2020,4
ieee,HKMG,high k dielectric,2021,38
ieee,HKMG,HKMG,2021,14
ieee,HKMG,high k metal gate,2021,13
ieee,HKMG,high k gate,2021,10
ieee,HKMG,HfO2 gate,2021,5
ieee,HKMG,work function metal,2021,5
ieee,HKMG,hafnium oxide gate,2021,1
ieee,HKMG,high k dielectric,2022,26
ieee,HKMG,HKMG,2022,17
ieee,HKMG,high k gate,2022,14
ieee,HKMG,work function metal,2022,9
ieee,HKMG,high k metal gate,2022,8
ieee,HKMG,HfO2 gate,2022,5
ieee,HKMG,hafnium oxide gate,2022,1
ieee,HKMG,high k dielectric,2023,39
ieee,HKMG,HKMG,2023,15
ieee,HKMG,high k gate,2023,13
ieee,HKMG,high k metal gate,2023,10
ieee,HKMG,work function metal,2023,7
ieee,HKMG,HfO2 gate,2023,5
ieee,HKMG,hafnium oxide gate,2023,1
ieee,HKMG,high k dielectric,2024,43
ieee,HKMG,HKMG,2024,20
ieee,HKMG,high k gate,2024,19
ieee,HKMG,high k metal gate,2024,11
ieee,HKMG,HfO2 gate,2024,9
ieee,HKMG,work function metal,2024,8
ieee,HKMG,high k dielectric,2025,38
ieee,HKMG,high k gate,2025,19
ieee,HKMG,HfO2 gate,2025,13
ieee,HKMG,HKMG,2025,7
ieee,HKMG,work function metal,2025,5
ieee,HKMG,high k metal gate,2025,5
ieee,HKMG,high k dielectric,2026,27
ieee,HKMG,HKMG,2026,16
ieee,HKMG,high k gate,2026,11
ieee,HKMG,work function metal,2026,9
ieee,HKMG,high k metal gate,2026,9
ieee,HKMG,HfO2 gate,2026,3
ieee,HighNA,high NA,2019,5
ieee,HighNA,0.55 NA,2019,2
ieee,HighNA,high NA,2021,3
ieee,HighNA,0.55 NA,2021,1
ieee,HighNA,high NA,2022,5
ieee,HighNA,0.55 NA,2022,3
ieee,HighNA,high NA,2023,3
