source,concept,synonym,year,docs
ieee,CNT,carbon nanotube FET,2026,5
ieee,CNT,CNT FET,2026,4
ieee,CNT,CNT transistor,2026,3
ieee,CNT,carbon nanotube transistor,2026,2
ieee,CPO,silicon photonics,2014,31
ieee,CPO,photonic integrated circuit,2014,22
ieee,CPO,optical interconnect,2014,3
ieee,CPO,photonic interconnect,2014,1
ieee,CPO,optical I/O,2014,1
ieee,CPO,silicon photonics,2015,44
ieee,CPO,photonic integrated circuit,2015,17
ieee,CPO,optical interconnect,2015,6
ieee,CPO,optical interposer,2015,2
ieee,CPO,optical I/O,2015,2
ieee,CPO,PIC,2015,1
ieee,CPO,silicon photonics,2016,35
ieee,CPO,photonic integrated circuit,2016,28
ieee,CPO,PIC,2016,5
ieee,CPO,optical interconnect,2016,2
ieee,CPO,photonic interconnect,2016,2
ieee,CPO,silicon photonics,2017,45
ieee,CPO,photonic integrated circuit,2017,22
ieee,CPO,optical interconnect,2017,3
ieee,CPO,PIC,2017,2
ieee,CPO,optical interposer,2017,2
ieee,CPO,silicon photonics,2018,78
ieee,CPO,photonic integrated circuit,2018,61
ieee,CPO,PIC,2018,22
ieee,CPO,optical interconnect,2018,12
ieee,CPO,optical I/O,2018,4
ieee,CPO,photonic interconnect,2018,2
ieee,CPO,CPO,2018,1
ieee,CPO,optical interposer,2018,1
ieee,CPO,silicon photonics,2019,95
ieee,CPO,photonic integrated circuit,2019,86
ieee,CPO,PIC,2019,48
ieee,CPO,optical interconnect,2019,11
ieee,CPO,photonic interconnect,2019,3
ieee,CPO,CPO,2019,2
ieee,CPO,optical interposer,2019,2
ieee,CPO,optical I/O,2019,1
ieee,CPO,silicon photonics,2020,85
ieee,CPO,photonic integrated circuit,2020,56
ieee,CPO,PIC,2020,20
ieee,CPO,optical interconnect,2020,15
ieee,CPO,photonic interconnect,2020,3
ieee,CPO,optical I/O,2020,3
ieee,CPO,silicon photonics,2021,83
ieee,CPO,photonic integrated circuit,2021,71
ieee,CPO,PIC,2021,33
ieee,CPO,optical interconnect,2021,18
ieee,CPO,optical I/O,2021,3
ieee,CPO,photonic interconnect,2021,2
ieee,CPO,CPO,2021,2
ieee,CPO,co packaged optics,2021,1
ieee,CPO,silicon photonics,2022,96
ieee,CPO,photonic integrated circuit,2022,92
ieee,CPO,PIC,2022,39
ieee,CPO,optical interconnect,2022,14
ieee,CPO,co packaged optics,2022,10
ieee,CPO,optical I/O,2022,5
ieee,CPO,photonic interconnect,2022,4
ieee,CPO,CPO,2022,4
ieee,CPO,photonic chiplet,2022,1
ieee,CPO,optical interposer,2022,1
ieee,CPO,photonic integrated circuit,2023,122
ieee,CPO,silicon photonics,2023,116
ieee,CPO,PIC,2023,66
ieee,CPO,optical interconnect,2023,17
ieee,CPO,co packaged optics,2023,11
ieee,CPO,CPO,2023,7
ieee,CPO,optical I/O,2023,4
ieee,CPO,photonic chiplet,2023,3
ieee,CPO,photonic interconnect,2023,2
ieee,CPO,optical interposer,2023,2
ieee,CPO,photonic integrated circuit,2024,114
ieee,CPO,silicon photonics,2024,95
ieee,CPO,PIC,2024,73
ieee,CPO,co packaged optics,2024,22
ieee,CPO,optical interconnect,2024,19
ieee,CPO,CPO,2024,17
ieee,CPO,optical I/O,2024,5
ieee,CPO,photonic chiplet,2024,3
ieee,CPO,photonic interconnect,2024,3
ieee,CPO,optical interposer,2024,1
ieee,CPO,photonic integrated circuit,2025,134
ieee,CPO,silicon photonics,2025,110
ieee,CPO,PIC,2025,71
ieee,CPO,co packaged optics,2025,23
ieee,CPO,optical interconnect,2025,20
ieee,CPO,CPO,2025,17
ieee,CPO,optical I/O,2025,6
ieee,CPO,photonic interconnect,2025,3
ieee,CPO,photonic chiplet,2025,1
ieee,CPO,optical interposer,2025,1
ieee,CPO,photonic integrated circuit,2026,81
ieee,CPO,silicon photonics,2026,76
ieee,CPO,PIC,2026,51
ieee,CPO,co packaged optics,2026,34
ieee,CPO,optical interconnect,2026,30
ieee,CPO,CPO,2026,24
ieee,CPO,photonic interconnect,2026,11
ieee,CPO,optical I/O,2026,9
ieee,CPO,photonic chiplet,2026,2
ieee,CPO,optical interposer,2026,1
ieee,Chiplet,system in package,2014,4
ieee,Chiplet,multi die,2014,2
ieee,Chiplet,multi chip module,2014,2
ieee,Chiplet,SiP,2014,1
ieee,Chiplet,multi chip module,2015,1
ieee,Chiplet,MCM,2015,1
ieee,Chiplet,multi die,2015,1
ieee,Chiplet,chiplet,2015,1
ieee,Chiplet,SiP,2015,1
ieee,Chiplet,system in package,2016,1
ieee,Chiplet,system in package,2017,4
ieee,Chiplet,SiP,2017,3
ieee,Chiplet,multi die,2017,2
ieee,Chiplet,chiplet,2017,1
ieee,Chiplet,SiP,2018,24
ieee,Chiplet,system in package,2018,15
ieee,Chiplet,multi die,2018,10
ieee,Chiplet,multi chip module,2018,7
ieee,Chiplet,chiplet,2018,7
ieee,Chiplet,MCM,2018,5
ieee,Chiplet,SiP,2019,37
ieee,Chiplet,system in package,2019,28
ieee,Chiplet,chiplet,2019,26
ieee,Chiplet,multi chip module,2019,18
ieee,Chiplet,MCM,2019,14
ieee,Chiplet,multi die,2019,13
ieee,Chiplet,die to die interconnect,2019,1
ieee,Chiplet,chiplet,2020,64
ieee,Chiplet,SiP,2020,40
ieee,Chiplet,system in package,2020,31
ieee,Chiplet,multi chip module,2020,14
ieee,Chiplet,MCM,2020,11
ieee,Chiplet,multi die,2020,10
ieee,Chiplet,die to die interconnect,2020,2
ieee,Chiplet,chiplet,2021,89
ieee,Chiplet,SiP,2021,35
ieee,Chiplet,system in package,2021,27
ieee,Chiplet,multi die,2021,20
ieee,Chiplet,multi chip module,2021,12
ieee,Chiplet,MCM,2021,12
ieee,Chiplet,die to die interconnect,2021,4
ieee,Chiplet,disaggregated SoC,2021,1
ieee,Chiplet,D2D interconnect,2021,1
ieee,Chiplet,chiplet,2022,112
ieee,Chiplet,SiP,2022,28
ieee,Chiplet,system in package,2022,22
ieee,Chiplet,MCM,2022,18
ieee,Chiplet,multi chip module,2022,16
ieee,Chiplet,multi die,2022,16
ieee,Chiplet,die to die interconnect,2022,1
ieee,Chiplet,chiplet,2023,190
ieee,Chiplet,SiP,2023,43
ieee,Chiplet,system in package,2023,30
ieee,Chiplet,multi die,2023,21
ieee,Chiplet,multi chip module,2023,16
ieee,Chiplet,MCM,2023,12
ieee,Chiplet,die to die interconnect,2023,6
ieee,Chiplet,D2D interconnect,2023,2
ieee,Chiplet,disaggregated design,2023,1
ieee,Chiplet,chiplet,2024,290
ieee,Chiplet,SiP,2024,57
ieee,Chiplet,system in package,2024,46
ieee,Chiplet,multi die,2024,26
ieee,Chiplet,multi chip module,2024,14
ieee,Chiplet,MCM,2024,13
ieee,Chiplet,die to die interconnect,2024,9
ieee,Chiplet,D2D interconnect,2024,3
ieee,Chiplet,chiplet,2025,364
ieee,Chiplet,SiP,2025,59
ieee,Chiplet,system in package,2025,45
ieee,Chiplet,multi die,2025,30
ieee,Chiplet,MCM,2025,21
ieee,Chiplet,multi chip module,2025,17
ieee,Chiplet,die to die interconnect,2025,15
ieee,Chiplet,disaggregated design,2025,1
ieee,Chiplet,D2D interconnect,2025,1
ieee,Chiplet,chiplet,2026,269
ieee,Chiplet,SiP,2026,22
ieee,Chiplet,system in package,2026,22
ieee,Chiplet,multi die,2026,21
ieee,Chiplet,multi chip module,2026,14
ieee,Chiplet,die to die interconnect,2026,13
ieee,Chiplet,MCM,2026,10
ieee,Chiplet,D2D interconnect,2026,1
ieee,CoWoS,CoWoS,2014,1
ieee,CoWoS,CoWoS,2015,1
ieee,CoWoS,CoWoS,2017,1
ieee,CoWoS,CoWoS,2019,4
ieee,CoWoS,chip on wafer on substrate,2019,2
ieee,CoWoS,chip on wafer on substrate,2020,5
ieee,CoWoS,CoWoS,2020,5
ieee,CoWoS,CoWoS,2021,9
ieee,CoWoS,chip on wafer on substrate,2021,5
ieee,CoWoS,CoWoS,2022,6
ieee,CoWoS,chip on wafer on substrate,2022,3
ieee,CoWoS,CoWoS,2023,10
ieee,CoWoS,chip on wafer on substrate,2023,5
ieee,CoWoS,CoWoS,2024,16
ieee,CoWoS,chip on wafer on substrate,2024,7
ieee,CoWoS,CoWoS,2025,20
ieee,CoWoS,chip on wafer on substrate,2025,6
ieee,CoWoS,CoWoS,2026,12
ieee,CoWoS,chip on wafer on substrate,2026,4
ieee,CompLitho,OPC,2015,1
ieee,CompLitho,inverse lithography,2015,1
ieee,CompLitho,mask optimization,2016,2
ieee,CompLitho,inverse lithography,2016,1
ieee,CompLitho,mask optimization,2017,1
ieee,CompLitho,optical proximity correction,2018,2
ieee,CompLitho,resolution enhancement technique,2018,1
ieee,CompLitho,mask optimization,2018,1
ieee,CompLitho,RET,2018,1
ieee,CompLitho,ILT,2018,1
ieee,CompLitho,OPC,2018,1
ieee,CompLitho,OPC,2019,5
ieee,CompLitho,mask optimization,2019,3
ieee,CompLitho,SMO,2019,3
ieee,CompLitho,optical proximity correction,2019,2
ieee,CompLitho,computational lithography,2019,1
ieee,CompLitho,source mask optimization,2019,1
ieee,CompLitho,inverse lithography,2019,1
ieee,CompLitho,RET,2019,1
ieee,CompLitho,resolution enhancement technique,2019,1
ieee,CompLitho,OPC,2020,9
ieee,CompLitho,optical proximity correction,2020,8
ieee,CompLitho,mask optimization,2020,3
ieee,CompLitho,computational lithography,2020,3
ieee,CompLitho,resolution enhancement technique,2020,2
ieee,CompLitho,ILT,2020,2
ieee,CompLitho,inverse lithography,2020,2
ieee,CompLitho,SMO,2020,2
ieee,CompLitho,source mask optimization,2020,1
ieee,CompLitho,RET,2020,1
ieee,CompLitho,OPC,2021,12
ieee,CompLitho,optical proximity correction,2021,9
ieee,CompLitho,SMO,2021,7
ieee,CompLitho,mask optimization,2021,4
ieee,CompLitho,inverse lithography,2021,4
ieee,CompLitho,ILT,2021,2
ieee,CompLitho,computational lithography,2021,2
ieee,CompLitho,resolution enhancement technique,2021,2
ieee,CompLitho,source mask optimization,2021,1
ieee,CompLitho,RET,2021,1
ieee,CompLitho,OPC,2022,9
ieee,CompLitho,RET,2022,3
ieee,CompLitho,optical proximity correction,2022,3
ieee,CompLitho,inverse lithography,2022,2
ieee,CompLitho,ILT,2022,2
ieee,CompLitho,resolution enhancement technique,2022,2
ieee,CompLitho,mask optimization,2022,2
ieee,CompLitho,SMO,2022,2
ieee,CompLitho,source mask optimization,2022,1
ieee,CompLitho,computational lithography,2022,1
ieee,CompLitho,OPC,2023,8
ieee,CompLitho,SMO,2023,5
ieee,CompLitho,optical proximity correction,2023,4
ieee,CompLitho,inverse lithography,2023,4
ieee,CompLitho,ILT,2023,4
ieee,CompLitho,computational lithography,2023,3
ieee,CompLitho,mask optimization,2023,2
ieee,CompLitho,resolution enhancement technique,2023,1
ieee,CompLitho,source mask optimization,2023,1
ieee,CompLitho,OPC,2024,11
ieee,CompLitho,optical proximity correction,2024,7
ieee,CompLitho,RET,2024,5
ieee,CompLitho,computational lithography,2024,5
ieee,CompLitho,resolution enhancement technique,2024,4
ieee,CompLitho,SMO,2024,4
ieee,CompLitho,inverse lithography,2024,3
ieee,CompLitho,ILT,2024,3
ieee,CompLitho,mask optimization,2024,3
ieee,CompLitho,source mask optimization,2024,1
ieee,CompLitho,OPC,2025,4
ieee,CompLitho,ILT,2025,3
ieee,CompLitho,inverse lithography,2025,3
ieee,CompLitho,computational lithography,2025,1
ieee,CompLitho,resolution enhancement technique,2025,1
ieee,CompLitho,RET,2025,1
ieee,CompLitho,mask optimization,2025,1
ieee,CompLitho,optical proximity correction,2026,6
ieee,CompLitho,OPC,2026,4
ieee,CompLitho,ILT,2026,4
ieee,CompLitho,inverse lithography,2026,3
ieee,CompLitho,mask optimization,2026,3
ieee,CompLitho,source mask optimization,2026,2
ieee,CompLitho,SMO,2026,2
ieee,CompLitho,computational lithography,2026,1
ieee,Cryo,cryogenic CMOS,2014,1
ieee,Cryo,cryogenic CMOS,2016,2
ieee,Cryo,cryo CMOS,2016,1
ieee,Cryo,cryogenic control electronics,2017,2
ieee,Cryo,cryogenic electronics,2017,1
ieee,Cryo,cryogenic CMOS,2017,1
ieee,Cryo,cryo CMOS,2017,1
ieee,Cryo,cryo CMOS,2018,5
ieee,Cryo,cryogenic electronics,2018,2
ieee,Cryo,cryogenic CMOS,2018,1
ieee,Cryo,cryogenic control electronics,2018,1
ieee,Cryo,cryo CMOS,2019,11
ieee,Cryo,cryogenic CMOS,2019,10
ieee,Cryo,cryogenic integrated circuit,2019,2
ieee,Cryo,cryogenic electronics,2019,1
ieee,Cryo,cryogenic transistor,2019,1
ieee,Cryo,cryo CMOS,2020,17
ieee,Cryo,cryogenic CMOS,2020,10
ieee,Cryo,cryogenic electronics,2020,3
ieee,Cryo,cryogenic integrated circuit,2020,1
ieee,Cryo,cryo CMOS,2021,20
ieee,Cryo,cryogenic CMOS,2021,15
ieee,Cryo,cryogenic electronics,2021,4
ieee,Cryo,cryogenic integrated circuit,2021,1
ieee,Cryo,cryo CMOS,2022,36
ieee,Cryo,cryogenic CMOS,2022,15
ieee,Cryo,cryogenic electronics,2022,5
ieee,Cryo,cryogenic transistor,2022,5
ieee,Cryo,cryogenic control electronics,2022,1
ieee,Cryo,cryo CMOS,2023,26
ieee,Cryo,cryogenic CMOS,2023,21
ieee,Cryo,cryogenic electronics,2023,9
ieee,Cryo,cryo CMOS,2024,40
ieee,Cryo,cryogenic CMOS,2024,31
ieee,Cryo,cryogenic electronics,2024,3
ieee,Cryo,cryogenic control electronics,2024,1
ieee,Cryo,cryogenic integrated circuit,2024,1
ieee,Cryo,cryo CMOS,2025,54
ieee,Cryo,cryogenic CMOS,2025,36
ieee,Cryo,cryogenic electronics,2025,8
ieee,Cryo,cryogenic transistor,2025,5
ieee,Cryo,4 K CMOS,2025,1
ieee,Cryo,cryo CMOS,2026,34
ieee,Cryo,cryogenic CMOS,2026,19
ieee,Cryo,cryogenic electronics,2026,8
ieee,Cryo,cryogenic integrated circuit,2026,2
ieee,Cryo,cryogenic transistor,2026,1
ieee,Cryo,cryogenic control electronics,2026,1
ieee,DRAM,DRAM,2014,110
ieee,DRAM,3D DRAM,2014,6
ieee,DRAM,DRAM,2015,108
ieee,DRAM,3D DRAM,2015,2
ieee,DRAM,dynamic random access memory,2015,2
ieee,DRAM,capacitorless DRAM,2015,1
ieee,DRAM,DRAM,2016,118
ieee,DRAM,3D DRAM,2016,1
ieee,DRAM,capacitorless DRAM,2016,1
ieee,DRAM,DRAM,2017,116
ieee,DRAM,dynamic random access memory,2017,3
ieee,DRAM,capacitorless DRAM,2017,1
ieee,DRAM,3D DRAM,2017,1
ieee,DRAM,DRAM,2018,230
ieee,DRAM,dynamic random access memory,2018,21
ieee,DRAM,3D DRAM,2018,3
ieee,DRAM,capacitorless DRAM,2018,3
ieee,DRAM,1T1C,2018,1
ieee,DRAM,DRAM,2019,283
ieee,DRAM,dynamic random access memory,2019,43
ieee,DRAM,3D DRAM,2019,3
ieee,DRAM,1T1C,2019,2
ieee,DRAM,capacitorless DRAM,2019,2
ieee,DRAM,DRAM,2020,318
ieee,DRAM,dynamic random access memory,2020,44
ieee,DRAM,1T1C,2020,4
ieee,DRAM,3D DRAM,2020,2
ieee,DRAM,2T0C,2020,1
ieee,DRAM,DRAM,2021,337
ieee,DRAM,dynamic random access memory,2021,51
ieee,DRAM,1T1C,2021,9
ieee,DRAM,3D DRAM,2021,4
ieee,DRAM,capacitorless DRAM,2021,4
ieee,DRAM,2T0C,2021,2
ieee,DRAM,IGZO DRAM,2021,1
ieee,DRAM,DRAM,2022,345
ieee,DRAM,dynamic random access memory,2022,42
ieee,DRAM,1T1C,2022,11
ieee,DRAM,3D DRAM,2022,6
ieee,DRAM,2T0C,2022,6
ieee,DRAM,IGZO DRAM,2022,2
ieee,DRAM,capacitorless DRAM,2022,1
ieee,DRAM,DRAM,2023,335
ieee,DRAM,dynamic random access memory,2023,51
ieee,DRAM,1T1C,2023,15
ieee,DRAM,2T0C,2023,14
ieee,DRAM,3D DRAM,2023,9
ieee,DRAM,IGZO DRAM,2023,3
ieee,DRAM,capacitorless DRAM,2023,2
ieee,DRAM,VCT DRAM,2023,1
ieee,DRAM,DRAM,2024,433
ieee,DRAM,dynamic random access memory,2024,85
ieee,DRAM,1T1C,2024,21
ieee,DRAM,2T0C,2024,19
ieee,DRAM,3D DRAM,2024,18
ieee,DRAM,capacitorless DRAM,2024,5
ieee,DRAM,DRAM,2025,480
ieee,DRAM,dynamic random access memory,2025,92
ieee,DRAM,2T0C,2025,33
ieee,DRAM,3D DRAM,2025,27
ieee,DRAM,1T1C,2025,19
ieee,DRAM,IGZO DRAM,2025,4
ieee,DRAM,capacitorless DRAM,2025,1
ieee,DRAM,VCT DRAM,2025,1
ieee,DRAM,DRAM,2026,345
ieee,DRAM,dynamic random access memory,2026,63
ieee,DRAM,3D DRAM,2026,31
ieee,DRAM,2T0C,2026,30
ieee,DRAM,1T1C,2026,17
ieee,DRAM,capacitorless DRAM,2026,5
ieee,DRAM,IGZO DRAM,2026,2
ieee,DRAM,VCT DRAM,2026,1
ieee,DSA,directed self assembly,2014,1
ieee,DSA,directed self assembly,2015,3
ieee,DSA,block copolymer lithography,2016,3
ieee,DSA,directed self assembly,2016,2
ieee,DSA,directed self assembly,2017,2
ieee,DSA,directed self assembly,2018,5
ieee,DSA,block copolymer lithography,2018,2
ieee,DSA,directed self assembly,2019,4
ieee,DSA,block copolymer lithography,2019,1
ieee,DSA,directed self assembly,2020,5
ieee,DSA,DSA lithography,2020,1
ieee,DSA,directed self assembly,2021,2
ieee,DSA,block copolymer lithography,2021,1
ieee,DSA,directed self assembly,2022,3
ieee,DSA,block copolymer lithography,2022,1
ieee,DSA,directed self assembly,2023,4
ieee,DSA,directed self assembly,2025,1
ieee,DSA,directed self assembly,2026,2
ieee,DTCO,DTCO,2014,1
ieee,DTCO,DTCO,2015,2
ieee,DTCO,technology co optimization,2015,2
ieee,DTCO,design technology co optimization,2015,2
ieee,DTCO,technology co optimization,2016,3
ieee,DTCO,design technology co optimization,2016,1
ieee,DTCO,DTCO,2016,1
ieee,DTCO,design technology co optimization,2017,2
ieee,DTCO,DTCO,2017,2
ieee,DTCO,technology co optimization,2017,1
ieee,DTCO,system technology co optimization,2017,1
ieee,DTCO,DTCO,2018,10
ieee,DTCO,design technology co optimization,2018,9
ieee,DTCO,technology co optimization,2018,4
ieee,DTCO,design technology co optimization,2019,12
ieee,DTCO,DTCO,2019,10
ieee,DTCO,technology co optimization,2019,2
ieee,DTCO,DTCO,2020,18
ieee,DTCO,design technology co optimization,2020,15
ieee,DTCO,technology co optimization,2020,4
ieee,DTCO,system technology co optimization,2020,1
ieee,DTCO,design technology co optimization,2021,22
ieee,DTCO,DTCO,2021,18
ieee,DTCO,STCO,2021,4
ieee,DTCO,system technology co optimization,2021,3
ieee,DTCO,technology co optimization,2021,3
ieee,DTCO,design technology co optimization,2022,19
ieee,DTCO,DTCO,2022,17
ieee,DTCO,system technology co optimization,2022,7
ieee,DTCO,STCO,2022,7
ieee,DTCO,technology co optimization,2022,2
ieee,DTCO,DTCO,2023,21
ieee,DTCO,design technology co optimization,2023,20
ieee,DTCO,technology co optimization,2023,4
ieee,DTCO,system technology co optimization,2023,3
ieee,DTCO,STCO,2023,3
ieee,DTCO,DTCO,2024,43
ieee,DTCO,design technology co optimization,2024,40
ieee,DTCO,system technology co optimization,2024,12
ieee,DTCO,STCO,2024,9
ieee,DTCO,technology co optimization,2024,4
ieee,DTCO,DTCO,2025,58
ieee,DTCO,design technology co optimization,2025,57
ieee,DTCO,system technology co optimization,2025,11
ieee,DTCO,STCO,2025,8
ieee,DTCO,technology co optimization,2025,4
ieee,DTCO,DTCO,2026,28
ieee,DTCO,design technology co optimization,2026,27
ieee,DTCO,system technology co optimization,2026,5
ieee,DTCO,STCO,2026,3
ieee,DTCO,technology co optimization,2026,3
ieee,EUV,EUV,2014,5
ieee,EUV,extreme ultraviolet,2014,4
ieee,EUV,EUV,2015,6
ieee,EUV,extreme ultra violet,2015,1
ieee,EUV,extreme ultraviolet,2015,1
ieee,EUV,EUV,2016,4
ieee,EUV,extreme ultraviolet,2016,1
ieee,EUV,EUV,2017,8
ieee,EUV,extreme ultraviolet,2017,1
ieee,EUV,extreme ultra violet,2017,1
ieee,EUV,EUV,2018,10
ieee,EUV,extreme ultraviolet,2018,1
ieee,EUV,EUV,2019,11
ieee,EUV,extreme ultraviolet,2019,6
ieee,EUV,EUVL,2019,3
ieee,EUV,EUV,2020,26
ieee,EUV,extreme ultraviolet,2020,7
ieee,EUV,extreme ultra violet,2020,1
ieee,EUV,EUVL,2020,1
ieee,EUV,EUV,2021,20
ieee,EUV,extreme ultraviolet,2021,8
ieee,EUV,extreme ultra violet,2021,6
ieee,EUV,EUVL,2021,2
ieee,EUV,EUV,2022,28
ieee,EUV,extreme ultraviolet,2022,15
ieee,EUV,extreme ultra violet,2022,5
ieee,EUV,EUVL,2022,1
ieee,EUV,EUV,2023,23
ieee,EUV,extreme ultraviolet,2023,15
ieee,EUV,extreme ultra violet,2023,2
ieee,EUV,EUVL,2023,1
ieee,EUV,EUV,2024,21
ieee,EUV,extreme ultraviolet,2024,14
ieee,EUV,EUVL,2024,2
ieee,EUV,EUV,2025,28
ieee,EUV,extreme ultraviolet,2025,26
ieee,EUV,EUVL,2025,3
ieee,EUV,extreme ultra violet,2025,1
ieee,EUV,EUV,2026,28
ieee,EUV,extreme ultraviolet,2026,16
ieee,EUV,EUVL,2026,1
ieee,FanOut,wafer level packaging,2014,16
ieee,FanOut,fan out wafer level,2014,3
ieee,FanOut,RDL,2014,3
ieee,FanOut,WLP,2014,2
ieee,FanOut,redistribution layer,2014,2
ieee,FanOut,wafer level packaging,2015,8
ieee,FanOut,WLP,2015,4
ieee,FanOut,fan out wafer level,2015,4
ieee,FanOut,integrated fan out,2015,3
ieee,FanOut,RDL,2015,2
ieee,FanOut,InFO,2015,2
ieee,FanOut,redistribution layer,2015,1
ieee,FanOut,fan out panel level,2015,1
ieee,FanOut,fan out wafer level,2016,8
ieee,FanOut,RDL,2016,7
ieee,FanOut,FOWLP,2016,5
ieee,FanOut,redistribution layer,2016,5
ieee,FanOut,wafer level packaging,2016,2
ieee,FanOut,WLP,2016,1
ieee,FanOut,integrated fan out,2016,1
ieee,FanOut,FOPLP,2016,1
ieee,FanOut,fan out panel level,2016,1
ieee,FanOut,fan out wafer level,2017,14
ieee,FanOut,wafer level packaging,2017,5
ieee,FanOut,RDL,2017,4
ieee,FanOut,redistribution layer,2017,2
ieee,FanOut,WLP,2017,1
ieee,FanOut,fan out packaging,2017,1
ieee,FanOut,FOWLP,2017,1
ieee,FanOut,integrated fan out,2017,1
ieee,FanOut,fan out wafer level,2018,34
ieee,FanOut,RDL,2018,28
ieee,FanOut,FOWLP,2018,18
ieee,FanOut,redistribution layer,2018,16
ieee,FanOut,WLP,2018,14
ieee,FanOut,wafer level packaging,2018,10
ieee,FanOut,integrated fan out,2018,4
ieee,FanOut,fan out packaging,2018,4
ieee,FanOut,panel level packaging,2018,4
ieee,FanOut,InFO,2018,3
ieee,FanOut,fan out panel level,2018,3
ieee,FanOut,FOPLP,2018,3
ieee,FanOut,RDL,2019,34
ieee,FanOut,fan out wafer level,2019,27
ieee,FanOut,redistribution layer,2019,22
ieee,FanOut,FOWLP,2019,18
ieee,FanOut,WLP,2019,12
ieee,FanOut,wafer level packaging,2019,11
ieee,FanOut,fan out packaging,2019,6
ieee,FanOut,fan out panel level,2019,6
ieee,FanOut,InFO,2019,6
ieee,FanOut,FOPLP,2019,6
ieee,FanOut,panel level packaging,2019,2
ieee,FanOut,integrated fan out,2019,2
ieee,FanOut,RDL,2020,45
ieee,FanOut,fan out wafer level,2020,27
ieee,FanOut,redistribution layer,2020,25
ieee,FanOut,FOWLP,2020,21
ieee,FanOut,WLP,2020,15
ieee,FanOut,wafer level packaging,2020,15
ieee,FanOut,InFO,2020,6
ieee,FanOut,fan out packaging,2020,6
ieee,FanOut,fan out panel level,2020,5
ieee,FanOut,FOPLP,2020,5
ieee,FanOut,panel level packaging,2020,4
ieee,FanOut,integrated fan out,2020,1
ieee,FanOut,RDL,2021,53
ieee,FanOut,fan out wafer level,2021,38
ieee,FanOut,FOWLP,2021,33
ieee,FanOut,redistribution layer,2021,33
ieee,FanOut,wafer level packaging,2021,19
ieee,FanOut,WLP,2021,12
ieee,FanOut,fan out panel level,2021,7
ieee,FanOut,fan out packaging,2021,6
ieee,FanOut,FOPLP,2021,6
ieee,FanOut,InFO,2021,4
ieee,FanOut,integrated fan out,2021,3
ieee,FanOut,panel level packaging,2021,3
ieee,FanOut,RDL,2022,99
ieee,FanOut,redistribution layer,2022,73
ieee,FanOut,fan out wafer level,2022,57
ieee,FanOut,FOWLP,2022,47
ieee,FanOut,wafer level packaging,2022,32
ieee,FanOut,WLP,2022,24
ieee,FanOut,fan out packaging,2022,15
ieee,FanOut,fan out panel level,2022,12
ieee,FanOut,FOPLP,2022,9
ieee,FanOut,panel level packaging,2022,7
ieee,FanOut,InFO,2022,5
ieee,FanOut,integrated fan out,2022,4
ieee,FanOut,RDL,2023,102
ieee,FanOut,redistribution layer,2023,71
ieee,FanOut,fan out wafer level,2023,38
ieee,FanOut,FOWLP,2023,34
ieee,FanOut,wafer level packaging,2023,22
ieee,FanOut,fan out panel level,2023,15
ieee,FanOut,fan out packaging,2023,11
ieee,FanOut,FOPLP,2023,11
ieee,FanOut,WLP,2023,9
ieee,FanOut,panel level packaging,2023,8
ieee,FanOut,InFO,2023,6
ieee,FanOut,integrated fan out,2023,2
ieee,FanOut,RDL,2024,121
ieee,FanOut,redistribution layer,2024,84
ieee,FanOut,wafer level packaging,2024,39
ieee,FanOut,fan out wafer level,2024,37
ieee,FanOut,FOWLP,2024,35
ieee,FanOut,WLP,2024,34
ieee,FanOut,FOPLP,2024,15
ieee,FanOut,fan out panel level,2024,12
ieee,FanOut,InFO,2024,9
ieee,FanOut,fan out packaging,2024,7
ieee,FanOut,panel level packaging,2024,6
ieee,FanOut,integrated fan out,2024,2
ieee,FanOut,RDL,2025,139
ieee,FanOut,redistribution layer,2025,104
ieee,FanOut,wafer level packaging,2025,39
ieee,FanOut,fan out wafer level,2025,37
ieee,FanOut,FOWLP,2025,31
ieee,FanOut,WLP,2025,29
ieee,FanOut,fan out packaging,2025,13
ieee,FanOut,FOPLP,2025,11
ieee,FanOut,fan out panel level,2025,8
ieee,FanOut,InFO,2025,6
ieee,FanOut,panel level packaging,2025,4
ieee,FanOut,integrated fan out,2025,1
ieee,FanOut,RDL,2026,90
ieee,FanOut,redistribution layer,2026,81
ieee,FanOut,fan out wafer level,2026,24
ieee,FanOut,FOWLP,2026,18
ieee,FanOut,wafer level packaging,2026,15
ieee,FanOut,WLP,2026,7
ieee,FanOut,fan out panel level,2026,4
ieee,FanOut,panel level packaging,2026,4
ieee,FanOut,FOPLP,2026,2
ieee,FanOut,fan out packaging,2026,2
ieee,FanOut,InFO,2026,1
ieee,FeFET,negative capacitance,2014,4
ieee,FeFET,ferroelectric field effect transistor,2014,3
ieee,FeFET,negative capacitance,2015,8
ieee,FeFET,ferroelectric FET,2015,2
ieee,FeFET,HZO,2015,1
ieee,FeFET,ferroelectric transistor,2015,1
ieee,FeFET,hafnium zirconium oxide,2015,1
ieee,FeFET,negative capacitance,2016,28
ieee,FeFET,ferroelectric FET,2016,3
ieee,FeFET,ferroelectric field effect transistor,2016,2
ieee,FeFET,NCFET,2016,1
ieee,FeFET,ferroelectric transistor,2016,1
ieee,FeFET,FeFET,2016,1
ieee,FeFET,negative capacitance,2017,45
ieee,FeFET,ferroelectric FET,2017,5
ieee,FeFET,FeFET,2017,3
